id,category,operation,shape,semantic_qualification,numpy_median_ns,cnumpy_median_ns,cnumpy_over_numpy,winner,numpy_cv,cnumpy_cv,numpy_p95_ns,cnumpy_p95_ns
isfinite/f64/100000,logical,isfinite,100000,N/A,41095.703125,79212.109375,1.9275034456537237,NumPy,0.06423326743942696,0.11520821117472611,44712.98828124999,89619.33593749999
isfinite/f64/1000000,logical,isfinite,1000000,N/A,1143062.5,687209.375,0.6012001749685604,cnumpy,0.19774961322381598,0.22197511338265025,1689228.125,1010240.3124999999
isin_duplicates/f64/10000,set,isin_duplicates,10000,numpy-1.25/task7-sort-set-v1,1101456.25,693896.875,0.6299813315326869,cnumpy,0.1024277929541404,0.08978626286979295,1319024.9999999998,767779.375
isin_duplicates/f64/1000000,set,isin_duplicates,1000000,numpy-1.25/task7-sort-set-v1,147678100.0,72957300.0,0.4940292433339811,cnumpy,0.10723405876040418,0.07603413158531386,182280029.99999997,84383920.0
isinf/f64/1000,logical,isinf,1000,N/A,1124.57275390625,22116.064453125,19.666192672998644,NumPy,0.06608627943641313,0.10609732123381059,1287.5234985351562,25383.2177734375
isinf/f64/10000,logical,isinf,10000,N/A,4765.68603515625,28284.47265625,5.9350264468948914,NumPy,0.09077958250965136,0.10288352087106417,5542.07763671875,32628.447265625
isinf/f64/100000,logical,isinf,100000,N/A,33150.48828125,92336.328125,2.785368569585313,NumPy,0.04797570414021127,0.17808727750692083,34890.966796875,120420.66406249999
isinf/f64/1000000,logical,isinf,1000000,N/A,677221.875,881259.375,1.3012860445478078,NumPy,0.10390625812066491,0.13027555143156164,831151.5624999999,1096509.6875
isnan/f64/1000,logical,isnan,1000,N/A,1136.6973876953125,20574.90234375,18.1005978956864,NumPy,0.07746765759385567,0.07422060359248302,1329.49951171875,22703.90625
isnan/f64/10000,logical,isnan,10000,N/A,3567.1875,24825.87890625,6.9595105124835746,NumPy,0.07560707226367444,0.1000648129755586,3931.9970703124995,28611.083984375
isnan/f64/100000,logical,isnan,100000,N/A,28985.64453125,94991.015625,3.277174517288663,NumPy,0.11608116114273126,0.1109308251205206,34555.693359375,110305.85937499999
isnan/f64/1000000,logical,isnan,1000000,N/A,641865.625,790812.5,1.2320530484865895,NumPy,0.1560810420687748,0.14635993417766716,887633.7499999999,989635.9374999999
isrealobj/f64/1000,logical,isrealobj,1000,N/A,875.9033203125,6148.92578125,7.020096440616551,NumPy,0.26852752866170476,0.10392734725218389,1390.6872558593745,7633.99658203125
isrealobj/f64/10000,logical,isrealobj,10000,N/A,864.0655517578125,6709.521484375,7.765060730317832,NumPy,0.11374975288142983,0.07816003978992066,1058.3761596679685,7214.160156249999
isrealobj/f64/100000,logical,isrealobj,100000,N/A,863.12255859375,6418.505859375,7.436378293521151,NumPy,0.13550997910909474,0.18514862247058556,1095.0198364257812,8216.69921875
isrealobj/f64/1000000,logical,isrealobj,1000000,N/A,809.11865234375,6334.6923828125,7.829126623719506,NumPy,0.10836966474270845,0.10880395394722804,967.4505615234374,7659.51904296875
isscalar/f64/1000,logical,isscalar,1000,N/A,1089.7613525390625,6879.931640625,6.313246129159631,NumPy,0.13017607956911964,0.0921293326153854,1485.6829833984375,7519.1064453125
isscalar/f64/10000,logical,isscalar,10000,N/A,1084.1949462890625,6249.1943359375,5.763902845449504,NumPy,0.09533642652111718,0.08377991131905055,1291.4169311523435,7279.084472656249
isscalar/f64/100000,logical,isscalar,100000,N/A,1138.7542724609375,6548.9501953125,5.750977496804208,NumPy,0.08060428042474849,0.10634445414244419,1311.4614868164062,7857.3779296875
isscalar/f64/1000000,logical,isscalar,1000000,N/A,1161.2823486328125,7202.490234375,6.2021869555277,NumPy,0.09228815422442939,0.11002844056015841,1400.3756713867188,8790.3173828125
lcm/i64/1000,integer,lcm,1000,N/A,35344.7265625,59136.5234375,1.6731356892216727,NumPy,0.0915221535536964,0.13064053839798362,42095.23437499999,72762.12890625
lcm/i64/10000,integer,lcm,10000,N/A,487359.375,538257.8125,1.104437177390914,NumPy,0.07004072723238464,0.10038820041166713,536875.9375,635000.625
lcm/i64/100000,integer,lcm,100000,N/A,4627450.0,4573600.0,0.9883629212633308,cnumpy,0.08286297717031423,0.09860277274437498,5263531.25,5386287.5
lcm/i64/1000000,integer,lcm,1000000,N/A,53475000.0,47484700.0,0.8879794296400187,cnumpy,0.10441587050762778,0.05960669524580579,63715459.99999999,51745100.0
left_shift/i64/1000,bitwise,left_shift,1000,N/A,2561.24267578125,20946.484375,8.17825057073545,NumPy,0.08104393899828818,0.07570600398899367,2930.299072265625,24264.931640625
left_shift/i64/10000,bitwise,left_shift,10000,N/A,15275.927734375,70186.1328125,4.594557792687254,NumPy,0.060762745192939754,0.08135367013895071,16745.5078125,78100.9765625
left_shift/i64/100000,bitwise,left_shift,100000,N/A,136175.0,441529.6875,3.242369653020011,NumPy,0.07183812831278064,0.12953621039163757,153865.15625,562017.34375
left_shift/i64/1000000,bitwise,left_shift,1000000,N/A,3880712.5,6223775.0,1.6037712146931782,NumPy,0.09045609338537486,0.0807202307184737,4425320.0,7170625.0
lexsort/f64/10000,sorting,lexsort,10000,N/A,1767700.0,698087.5,0.3949128811449907,cnumpy,0.11293596723508124,0.16425996509161356,2047742.5,945457.8124999999
lexsort/f64/1000000,sorting,lexsort,1000000,N/A,369788900.0,96801900.0,0.26177611064042217,cnumpy,0.08508250587878809,0.05550856708403404,427255490.0,106263820.0
linspace/f64/1000,creation,linspace,1000,N/A,30632.6171875,23292.08984375,0.7603689133442575,cnumpy,0.06826478790896956,0.17584335466691298,34059.49218749999,30493.24218749999
linspace/f64/10000,creation,linspace,10000,N/A,51516.2109375,27334.5703125,0.530601335289635,cnumpy,0.14624090624817698,0.14612714013182118,70821.24999999999,35330.90820312499
linspace/f64/100000,creation,linspace,100000,N/A,277543.75,101615.625,0.3661247100682325,cnumpy,0.14896615991012782,0.1465938688585395,360486.56249999994,131866.05468749997
linspace/f64/1000000,creation,linspace,1000000,N/A,5302400.0,2806400.0,0.5292697646348823,cnumpy,0.06231874154168283,0.10429289156256748,5859815.0,3384762.4999999995
log/f64/1000,unary,log,1000,N/A,12237.744140625,33424.31640625,2.7312481795801764,NumPy,0.04997565750636097,0.10545326755181873,13344.052734375,37070.64453125
log/f64/10000,unary,log,10000,N/A,118362.109375,101276.953125,0.8556534997541311,cnumpy,0.20152231190249933,0.16535135075152874,185214.0234375,135405.703125
log/f64/100000,unary,log,100000,N/A,1127084.375,764515.625,0.6783126817812553,cnumpy,0.04986304128154444,0.14809575399581115,1223902.5,975041.2499999999
log/f64/1000000,unary,log,1000000,N/A,11900050.0,8309200.0,0.6982491670203066,cnumpy,0.04759508696034092,0.13204437151636025,13062425.0,10357987.5
log10/f64/1000,unary,log10,1000,N/A,12448.2421875,27449.90234375,2.205122773986036,NumPy,0.10123428806532896,0.11630269026644882,15359.4970703125,34603.30078125
log10/f64/10000,unary,log10,10000,N/A,107282.421875,86308.59375,0.8044989313399576,cnumpy,0.04044287498141188,0.13703897095360687,115481.6796875,101819.10156249997
log10/f64/100000,unary,log10,100000,N/A,1161281.25,759034.375,0.6536180404187185,cnumpy,0.09474385686602275,0.1747875984768348,1395081.5625,1019741.8749999999
log10/f64/1000000,unary,log10,1000000,N/A,14199200.0,7353500.0,0.5178812890867092,cnumpy,0.08418700280579798,0.06855899695314085,16355070.0,8169827.5
log1p/f64/1000,unary,log1p,1000,N/A,15232.91015625,23935.25390625,1.5712857005481295,NumPy,0.07310364496340409,0.11180154711158913,17076.435546875,28740.205078124993
log1p/f64/10000,unary,log1p,10000,N/A,158693.359375,90332.421875,0.5692262249080011,cnumpy,0.11592933522390343,0.114730467622407,199767.2265625,113324.64843749999
log1p/f64/100000,unary,log1p,100000,N/A,1460018.75,900837.5,0.6170040624478281,cnumpy,0.08821383425378136,0.17638458584376526,1751896.875,1113484.0624999998
log1p/f64/1000000,unary,log1p,1000000,N/A,16113500.0,12075550.0,0.7494057777639868,cnumpy,0.056170433660268436,0.11484282338325895,17355215.0,13491910.0
log2/f64/1000,unary,log2,1000,N/A,15808.447265625,29488.8671875,1.8653866943417439,NumPy,0.08758138926968431,0.10950133676802797,18858.979492187496,34563.544921875
log2/f64/10000,unary,log2,10000,N/A,163587.5,140359.375,0.8580079468174524,cnumpy,0.0963925390059775,0.18043161553645598,192673.1640625,188422.7734375
log2/f64/100000,unary,log2,100000,N/A,1567462.5,953175.0,0.6081006722648867,cnumpy,0.15581372961122422,0.1500041374342541,2036934.3749999995,1277944.0625
log2/f64/1000000,unary,log2,1000000,N/A,17669600.0,11540950.0,0.6531528727305654,cnumpy,0.10323979461003172,0.11603913756830957,21076980.0,13810714.999999998
log_softmax/f64/10000,misc_axis,log_softmax,10000,numpy-1.25/task8-misc-axis-v1,181073.4375,172123.4375,0.950572540492031,cnumpy,0.07340040849520245,0.1486107538549245,198287.65625,208807.03124999997
log_softmax/f64/1000000,misc_axis,log_softmax,1000000,numpy-1.25/task8-misc-axis-v1,23485700.0,20164200.0,0.8585735149473935,cnumpy,0.10499761943913477,0.15392446378900027,27959149.999999996,26708579.999999996
log_softmax_axis0_strided/f64/512x512/axis0,misc_axis,log_softmax_axis0_strided,512x512,numpy-1.25/task8-misc-axis-v1,6063900.0,7822600.0,1.290027869852735,NumPy,0.08624294466421079,0.1278916061758971,7103860.0,9845240.0
log_softmax_axis_last/f64/512x512/axis1,misc_axis,log_softmax_axis_last,512x512,numpy-1.25/task8-misc-axis-v1,5921150.0,6157525.0,1.0399204546414125,NumPy,0.08760745343855916,0.13760739069711536,7240510.0,7319489.999999999
logaddexp/f64/1000,binary,logaddexp,1000,N/A,44733.203125,44280.078125,0.9898704995764821,cnumpy,0.0890829819414881,0.15051255568652824,51945.234375,55297.539062499985
logaddexp/f64/10000,binary,logaddexp,10000,N/A,404637.5,261076.5625,0.6452109913193909,cnumpy,0.0439184139257644,0.10055026989292899,446208.4375,304890.9375
logaddexp/f64/100000,binary,logaddexp,100000,N/A,4073287.5,2284737.5,0.5609074979362493,cnumpy,0.05809791719109046,0.10631309682925584,4642472.5,2760587.5
logaddexp/f64/1000000,binary,logaddexp,1000000,N/A,41414100.0,25088200.0,0.6057888496912888,cnumpy,0.051899461663149925,0.10122275837434636,47042210.0,29261629.999999996
logaddexp2/f64/1000,binary,logaddexp2,1000,N/A,32262.5,39346.6796875,1.2195793781480047,NumPy,0.06348837667215954,0.14722217295503506,36651.79687499999,51332.1484375
logaddexp2/f64/10000,binary,logaddexp2,10000,N/A,303918.75,201895.3125,0.6643068665556172,cnumpy,0.04737080039039094,0.14420068618058288,336284.6875,253710.62499999997
logaddexp2/f64/100000,binary,logaddexp2,100000,N/A,3047362.5,1952075.0,0.6405785330757335,cnumpy,0.0674183369546706,0.10810236481494723,3557753.75,2366942.5
logaddexp2/f64/1000000,binary,logaddexp2,1000000,N/A,31538700.0,23187000.0,0.7351920022068126,cnumpy,0.048561167135255164,0.09740885615890113,34372620.0,27180660.0
logical_and/f64/1000,logical,logical_and,1000,N/A,2564.41650390625,20525.390625,8.003922371320991,NumPy,0.07190041024282098,0.15078595078866736,3001.3610839843745,24830.390624999996
logical_and/f64/10000,logical,logical_and,10000,N/A,16576.46484375,22719.53125,1.370589656127204,NumPy,0.032885623046222175,0.15918188620644244,17577.4755859375,31313.457031249996
logical_and/f64/100000,logical,logical_and,100000,N/A,170634.375,94498.046875,0.553804278153215,cnumpy,0.07870075124878469,0.11383345016228955,190410.6640625,110838.0078125
logical_and/f64/1000000,logical,logical_and,1000000,N/A,1978056.25,1340368.75,0.6776191273630363,cnumpy,0.04709227184611826,0.16697215941451765,2106856.875,1707875.9374999998
logical_not/f64/1000,logical,logical_not,1000,N/A,2035.345458984375,17022.509765625,8.363449895193286,NumPy,0.10420450045619163,0.08302157854338144,2499.01123046875,20184.916992187496
logical_not/f64/10000,logical,logical_not,10000,N/A,13718.212890625,20733.3984375,1.5113775097971518,NumPy,0.08021175091945507,0.1333388034589236,15345.9326171875,25802.958984374996
logical_not/f64/100000,logical,logical_not,100000,N/A,115646.09375,73836.5234375,0.6384696710735204,cnumpy,0.1525352820489714,0.10191464602897,144147.46093749994,82009.51171875
logical_not/f64/1000000,logical,logical_not,1000000,N/A,1380750.0,810853.125,0.58725556762629,cnumpy,0.052697630325758915,0.23596555820564258,1499071.875,1169505.3124999998
logical_or/f64/1000,logical,logical_or,1000,N/A,2445.9228515625,22060.7421875,9.01939412087638,NumPy,0.10204727329972214,0.1376183954200325,2916.375732421875,27306.523437499993
logical_or/f64/10000,logical,logical_or,10000,N/A,15240.91796875,28008.203125,1.8376979117942935,NumPy,0.08693276657399018,0.15156218559285206,17439.35546875,34566.19140625
logical_or/f64/100000,logical,logical_or,100000,N/A,126532.421875,100150.78125,0.7915029189035666,cnumpy,0.304147437015723,0.1289580965347192,244353.86718749997,114026.71875
logical_or/f64/1000000,logical,logical_or,1000000,N/A,1489181.25,1050600.0,0.7054883346133991,cnumpy,0.09943675690789819,0.08342710820096766,1809431.2499999998,1180362.1875
logical_xor/f64/1000,logical,logical_xor,1000,N/A,2814.3310546875,19387.3046875,6.888779006723054,NumPy,0.09259311857183372,0.08305181525550281,3352.542724609374,20929.4140625
logical_xor/f64/10000,logical,logical_xor,10000,N/A,21285.3515625,23801.171875,1.1181949147099035,NumPy,0.03702803270178373,0.16527846035625887,21994.970703125,31866.591796874996
logical_xor/f64/100000,logical,logical_xor,100000,N/A,209975.78125,99305.46875,0.4729377271932403,cnumpy,0.03702267114034855,0.12103717278922482,223277.8125,110246.5625
